#{"t_start": 1744544899.7576587, "env_id": "None"}
r,l,t
-25370.6,4879,195.90859
-27516.4,6860,776.529273
-27924.4,6984,1482.423689
-15049.2,3780,1931.34474
-28768.5,7241,2438.197917
