#{"t_start": 1744544899.7206125, "env_id": "None"}
r,l,t
-26773.0,5467,341.184263
-20758.3,4932,745.2345
-25936.8,6299,1237.1391
-17620.0,4252,1719.292979
-17301.5,4226,2133.747212
-19033.1,4570,2438.299662
